Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	1	0	0	0	On	Off
Actinobacillus_pleuropneumoniae	2	1	1	1	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	2	1	3	3	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	4	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	1	0	0	0	On	Off
Bartonella_quintana	1	0	0	0	On	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	42	2	2	2	Off	Off
Bordetella_bronchiseptica	57	5	5	5	Off	Off
Bordetella_genomosp._13	51	6	6	6	Off	Off
Bordetella_pertussis	18	5	32	32	Off	Off
Bordetella_pertussis_137	3	0	0	0	On	Off
Bordetella_pertussis_18323	5	1	10	10	Off	Off
Bordetella_petrii	72	9	9	9	Off	Off
Bordetella_trematum	38	7	8	8	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	1	0	0	0	On	Off
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	16	3	8	8	Off	Off
Brucella_abortus_bv._6_str._870	3	1	1	1	Off	Off
Brucella_canis	3	2	3	3	Off	Off
Brucella_melitensis	13	1	1	1	Off	Off
Brucella_melitensis_bv._2_str._63/9	5	0	0	0	On	Off
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	22	4	4	4	Off	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	49	6	8	8	Off	Off
Brucella_suis	5	4	6	6	Off	Off
Brucella_suis_019	2	0	0	0	On	Off
Brucella_suis_bv._2	13	2	6	6	Off	Off
Burkholderia_cepacia	138	18	28	28	Off	Off
Burkholderia_cepacia_ATCC_25416	48	8	41	41	Off	Off
Burkholderia_cepacia_JBK9	37	2	2	2	Off	Off
Burkholderia_gladioli	143	21	102	102	Off	Off
Burkholderia_gladioli_BSR3	34	4	5	5	Off	Off
Burkholderia_gladioli_pv._gladioli	105	17	35	35	Off	Off
Burkholderia_mallei	6	1	1	1	Off	Off
Burkholderia_mallei_NCTC_10229	1	0	0	0	On	Off
Burkholderia_mallei_NCTC_10247	2	0	0	0	On	Off
Burkholderia_multivorans	241	26	56	56	Off	Off
Burkholderia_multivorans_ATCC_17616	69	8	39	39	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	70	8	13	13	Off	Off
Burkholderia_pseudomallei	131	16	41	41	Off	Off
Burkholderia_pseudomallei_1106b	5	1	1	1	Off	Off
Burkholderia_pseudomallei_1710a	4	3	6	6	Off	Off
Burkholderia_pseudomallei_1710b	1	0	0	0	On	Off
Burkholderia_pseudomallei_7894	2	1	2	2	Off	Off
Burkholderia_pseudomallei_B03	3	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	3	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	4	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR346	1	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR435	16	0	0	0	On	Off
Burkholderia_pseudomallei_NCTC_13179	8	0	0	0	On	Off
Burkholderia_pseudomallei_Pasteur_52237	4	1	2	2	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_coli_RM1875	1	0	0	0	On	Off
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	8	2	3	3	Off	Off
Campylobacter_showae	5	0	0	0	On	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_suis	1	0	0	0	On	Off
Chlamydia_trachomatis	0	0	0	0	na	na
Corynebacterium_ammoniagenes	3	0	0	0	On	Off
Corynebacterium_amycolatum	11	2	4	4	Off	Off
