Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	4	0	0	0	On	Off
Bordetella_bronchiseptica	1	0	0	0	On	Off
Bordetella_genomosp._13	5	1	1	1	Off	Off
Bordetella_pertussis	0	0	0	0	na	na
Bordetella_petrii	4	0	0	0	On	Off
Bordetella_trematum	3	0	0	0	On	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	1106	136	209	209	Off	Off
Burkholderia_cepacia_ATCC_25416	529	57	248	248	Off	Off
Burkholderia_cepacia_JBK9	481	63	78	78	Off	Off
Burkholderia_gladioli	400	35	140	140	Off	Off
Burkholderia_gladioli_BSR3	102	11	18	18	Off	Off
Burkholderia_gladioli_pv._gladioli	282	27	71	71	Off	Off
Burkholderia_mallei	10	1	1	1	Off	Off
Burkholderia_mallei_NCTC_10229	5	0	0	0	On	Off
Burkholderia_mallei_NCTC_10247	1	0	0	0	On	Off
Burkholderia_multivorans	2487	255	814	814	Off	Off
Burkholderia_multivorans_ATCC_17616	764	88	311	311	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	831	98	256	256	Off	Off
Burkholderia_pseudomallei	669	65	190	190	Off	Off
Burkholderia_pseudomallei_1106b	12	2	5	5	Off	Off
Burkholderia_pseudomallei_1710a	1	1	1	1	Off	Off
Burkholderia_pseudomallei_7894	34	2	4	4	Off	Off
Burkholderia_pseudomallei_B03	11	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	10	3	3	3	Off	Off
Burkholderia_pseudomallei_MSHR2543	8	3	3	3	Off	Off
Burkholderia_pseudomallei_MSHR346	66	10	20	20	Off	Off
Burkholderia_pseudomallei_MSHR435	8	0	0	0	On	Off
