Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	0
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	6
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	2
Blastomyces_dermatitidis	0
Bordetella_bronchialis	143
Bordetella_bronchiseptica	109
Bordetella_genomosp._13	158
Bordetella_pertussis	48
Bordetella_pertussis_137	4
Bordetella_pertussis_18323	21
Bordetella_petrii	100
Bordetella_trematum	70
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	1
Brucella_canis	0
Brucella_melitensis	1
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	1
Burkholderia_cepacia	225
Burkholderia_cepacia_ATCC_25416	97
Burkholderia_cepacia_JBK9	122
Burkholderia_gladioli	320
Burkholderia_gladioli_BSR3	51
Burkholderia_gladioli_pv._gladioli	269
Burkholderia_mallei	10
Burkholderia_mallei_NCTC_10229	3
Burkholderia_mallei_NCTC_10247	6
Burkholderia_multivorans	517
Burkholderia_multivorans_ATCC_17616	142
Burkholderia_multivorans_ATCC_BAA-247	135
Burkholderia_pseudomallei	166
Burkholderia_pseudomallei_1106b	3
Burkholderia_pseudomallei_1710a	2
Burkholderia_pseudomallei_1710b	5
Burkholderia_pseudomallei_7894	21
Burkholderia_pseudomallei_B03	6
Burkholderia_pseudomallei_MSHR1153	7
Burkholderia_pseudomallei_MSHR2543	6
Burkholderia_pseudomallei_MSHR346	9
Burkholderia_pseudomallei_NCTC_13179	4
Burkholderia_pseudomallei_Pasteur_52237	3
Campylobacter_coli	1
Campylobacter_coli_RM1875	1
Campylobacter_fetus	0
Campylobacter_gracilis	2
Campylobacter_showae	2
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_felis_Fe/C-56	1
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	0
Corynebacterium_amycolatum	14
Corynebacterium_bovis	89
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	3
Corynebacterium_diphtheriae_HC03	2
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_jeikeium	19
Corynebacterium_jeikeium_K411	13
Corynebacterium_kroppenstedtii	20
Corynebacterium_kroppenstedtii_DSM_44385	20
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	108
Corynebacterium_matruchotii	19
Corynebacterium_minutissimum	21
Corynebacterium_pseudotuberculosis	0
Corynebacterium_renale	11
Corynebacterium_segmentosum	11
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	156
Corynebacterium_stationis	1
Corynebacterium_striatum	16
Corynebacterium_urealyticum	16
Corynebacterium_ureicelerivorans	33
Corynebacterium_xerosis	74
Cowpox_virus	0
Coxiella_burnetii	21
Coxiella_burnetii_Dugway_5J108-111	9
Coxiella_burnetii_str._Schperling	3
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	6
Enterococcus_casseliflavus	0
Enterococcus_casseliflavus_EC20	1
Enterococcus_cecorum	2
Enterococcus_durans	4
Enterococcus_faecalis	1
Enterococcus_faecium	2
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	2
Enterococcus_hirae	0
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erythroparvovirus	0
Escherichia_coli	29
Escherichia_coli_O111	0
Escherichia_coli_O139	1
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Francisella_tularensis	4
Francisella_tularensis_subsp._novicida	1
Fusobacterium	1
Fusobacterium_mortiferum_ATCC_9817	1
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._polymorphum	2
Fusobacterium_pseudoperiodonticum	1
Goatpox_virus	0
Haemophilus_influenzae	2
Helicobacter_cinaedi	0
Helicobacter_pylori	7
Helicobacter_pylori_BM012A	1
Helicobacter_pylori_Sat464	1
Helicobacter_pylori_Shi112	3
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
