Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	2	2	3	3	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	12	12	13	13	Off	Off
Bordetella_bronchiseptica	11	11	18	18	Off	Off
Bordetella_genomosp._13	14	14	14	14	Off	Off
Bordetella_pertussis	4	4	62	62	Off	Off
Bordetella_petrii	8	8	8	8	Off	Off
Bordetella_trematum	15	15	20	20	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	1	1	7	7	Off	Off
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	11	11	21	21	Off	Off
Burkholderia_cepacia_ATCC_25416	8	8	24	24	Off	Off
Burkholderia_cepacia_JBK9	4	4	7	7	Off	Off
Burkholderia_gladioli	21	21	91	91	Off	Off
Burkholderia_gladioli_BSR3	6	6	10	10	Off	Off
Burkholderia_gladioli_pv._gladioli	18	18	58	58	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	14	14	18	18	Off	Off
Burkholderia_multivorans_ATCC_17616	4	4	16	16	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	4	4	7	7	Off	Off
Burkholderia_pseudomallei	10	10	22	22	Off	Off
Burkholderia_pseudomallei_MSHR1153	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	1	1	2	2	Off	Off
Burkholderia_pseudomallei_MSHR346	1	1	3	3	Off	Off
Burkholderia_pseudomallei_NCTC_13179	1	1	1	1	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	1	1	9	9	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_coli_76339	1	1	1	1	Off	Off
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	1	1	2	2	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
