Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	15	15	15	15	Off	Off
Bordetella_bronchiseptica	14	14	23	23	Off	Off
Bordetella_genomosp._13	18	18	18	18	Off	Off
Bordetella_pertussis	5	5	108	108	Off	Off
Bordetella_pertussis_137	1	1	8	8	Off	Off
Bordetella_pertussis_18323	1	1	1	1	Off	Off
Bordetella_petrii	20	20	21	21	Off	Off
Bordetella_trematum	6	6	8	8	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	1	1	1	1	Off	Off
Burkholderia_cepacia	15	15	22	22	Off	Off
Burkholderia_cepacia_ATCC_25416	6	6	27	27	Off	Off
Burkholderia_cepacia_JBK9	5	5	5	5	Off	Off
Burkholderia_gladioli	35	35	117	117	Off	Off
Burkholderia_gladioli_BSR3	3	3	6	6	Off	Off
Burkholderia_gladioli_pv._gladioli	30	30	65	65	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_multivorans	27	27	77	77	Off	Off
Burkholderia_multivorans_ATCC_17616	9	9	36	36	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	6	6	18	18	Off	Off
Burkholderia_pseudomallei	9	9	53	53	Off	Off
Burkholderia_pseudomallei_1710a	3	3	12	12	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	1	1	3	3	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_fetus_subsp._venerealis	1	1	1	1	Off	Off
Campylobacter_gracilis	1	1	1	1	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
