Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	2	2	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	41	41	45	45	Off	Off
Bordetella_bronchiseptica	14	14	18	18	Off	Off
Bordetella_genomosp._13	38	38	38	38	Off	Off
Bordetella_pertussis	7	7	71	71	Off	Off
Bordetella_pertussis_137	1	1	15	15	Off	Off
Bordetella_pertussis_18323	1	1	12	12	Off	Off
Bordetella_petrii	18	18	18	18	Off	Off
Bordetella_trematum	15	15	27	27	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	1	3	3	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	33	33	50	50	Off	Off
Burkholderia_cepacia_ATCC_25416	5	5	16	16	Off	Off
Burkholderia_cepacia_JBK9	12	12	14	14	Off	Off
Burkholderia_gladioli	58	58	164	164	Off	Off
Burkholderia_gladioli_BSR3	17	17	21	21	Off	Off
Burkholderia_gladioli_pv._gladioli	53	53	153	153	Off	Off
Burkholderia_mallei	2	2	10	10	Off	Off
Burkholderia_multivorans	55	55	106	106	Off	Off
Burkholderia_multivorans_ATCC_17616	15	15	63	63	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	14	14	32	32	Off	Off
Burkholderia_pseudomallei	28	28	163	163	Off	Off
Burkholderia_pseudomallei_1710b	1	1	5	5	Off	Off
Burkholderia_pseudomallei_B03	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR346	1	1	2	2	Off	Off
Burkholderia_pseudomallei_NCTC_13179	3	3	4	4	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	1	1	2	2	Off	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pecorum_P787	1	1	1	1	Off	Off
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_suis	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Corynebacterium_ammoniagenes	0	0	0	0	na	na
Corynebacterium_amycolatum	0	0	0	0	na	na
Corynebacterium_bovis	6	6	6	6	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	1	1	2	2	Off	Off
Corynebacterium_diphtheriae_HC04	1	1	2	2	Off	Off
Corynebacterium_jeikeium	1	1	1	1	Off	Off
Corynebacterium_kroppenstedtii	1	1	1	1	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	2	2	2	2	Off	Off
Corynebacterium_matruchotii	2	2	2	2	Off	Off
Corynebacterium_minutissimum	1	1	1	1	Off	Off
Corynebacterium_pseudotuberculosis	0	0	0	0	na	na
Corynebacterium_renale	1	1	1	1	Off	Off
Corynebacterium_segmentosum	1	1	1	1	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	4	4	4	4	Off	Off
Corynebacterium_stationis	0	0	0	0	na	na
Corynebacterium_striatum	0	0	0	0	na	na
Corynebacterium_urealyticum	2	2	2	2	Off	Off
Corynebacterium_ureicelerivorans	4	4	6	6	Off	Off
Corynebacterium_xerosis	4	4	4	4	Off	Off
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	2	2	9	9	Off	Off
Cryptosporidium	0	0	0	0	na	na
Cryptosporidium_parvum	0	0	0	0	na	na
Deltaretrovirus	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Enterococcus_avium	1	1	2	2	Off	Off
Enterococcus_casseliflavus	0	0	0	0	na	na
Enterococcus_cecorum	0	0	0	0	na	na
Enterococcus_durans	0	0	0	0	na	na
Enterococcus_faecalis	0	0	0	0	na	na
Enterococcus_faecium	0	0	0	0	na	na
Enterococcus_hirae	0	0	0	0	na	na
Enterococcus_mundtii	1	1	1	1	Off	Off
Enterovirus_B	0	0	0	0	na	na
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	na	na
Equine_rhinitis_A_virus	0	0	0	0	na	na
Erysipelothrix_rhusiopathiae	0	0	0	0	na	na
Erythroparvovirus	0	0	0	0	na	na
Escherichia_coli	4	4	7	7	Off	Off
Escherichia_coli_O111	0	0	0	0	na	na
Escherichia_coli_O157	1	1	4	4	Off	Off
Escherichia_coli_O157:H7	0	0	0	0	na	na
Escherichia_coli_O26	0	0	0	0	na	na
Escherichia_coli_O6:H16	1	1	9	9	Off	Off
Francisella_tularensis	0	0	0	0	na	na
Fusobacterium	0	0	0	0	na	na
Fusobacterium_nucleatum	0	0	0	0	na	na
Goatpox_virus	0	0	0	0	na	na
Haemophilus_influenzae	0	0	0	0	na	na
Haemophilus_influenzae_F3047	1	1	2	2	Off	Off
Helicobacter_cinaedi	0	0	0	0	na	na
Helicobacter_pylori	1	1	100	100	Off	Off
Helicobacter_pylori_Shi112	1	1	100	100	Off	Off
Hepatitis_B_virus	0	0	0	0	na	na
Hepatitis_E_virus	0	0	0	0	na	na
Hepatitis_delta_virus	0	0	0	0	na	na
Human_adenovirus_1	0	0	0	0	na	na
Human_adenovirus_2	0	0	0	0	na	na
Human_adenovirus_35	0	0	0	0	na	na
Human_adenovirus_5	0	0	0	0	na	na
Human_adenovirus_54	0	0	0	0	na	na
Human_adenovirus_7	0	0	0	0	na	na
Human_alphaherpesvirus_1	0	0	0	0	na	na
Human_alphaherpesvirus_2	0	0	0	0	na	na
Human_alphaherpesvirus_3	0	0	0	0	na	na
Human_gammaherpesvirus_4	0	0	0	0	na	na
Human_herpesvirus_4_type_2	0	0	0	0	na	na
Human_mastadenovirus_C	0	0	0	0	na	na
JC_polyomavirus	0	0	0	0	na	na
Klebsiella_aerogenes	2	2	4	4	Off	Off
Klebsiella_aerogenes_EA1509E	1	1	7	7	Off	Off
Klebsiella_michiganensis	1	1	1	1	Off	Off
Klebsiella_michiganensis_HKOPL1	1	1	3	3	Off	Off
Klebsiella_oxytoca	3	3	8	8	Off	Off
Klebsiella_pneumoniae	6	6	137	137	Off	Off
Klebsiella_pneumoniae_subsp._pneumoniae	2	2	4	4	Off	Off
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0	0	0	0	na	na
Legionella_anisa	0	0	0	0	na	na
Legionella_lansingensis	0	0	0	0	na	na
Legionella_pneumophila	1	1	1	1	Off	Off
Leptospira_alexanderi	0	0	0	0	na	na
Leptospira_alstonii	0	0	0	0	na	na
Leptospira_biflexa	0	0	0	0	na	na
Leptospira_borgpetersenii	0	0	0	0	na	na
Leptospira_borgpetersenii_serovar_Ceylonica	1	1	2	2	Off	Off
Leptospira_broomii	0	0	0	0	na	na
Leptospira_fainei	0	0	0	0	na	na
Leptospira_inadai	0	0	0	0	na	na
Leptospira_interrogans	1	1	14	14	Off	Off
Leptospira_kirschneri	0	0	0	0	na	na
Leptospira_kmetyi	0	0	0	0	na	na
Leptospira_licerasiae	0	0	0	0	na	na
Leptospira_noguchii	0	0	0	0	na	na
Leptospira_santarosai	0	0	0	0	na	na
Leptospira_weilii	0	0	0	0	na	na
Leptospira_wolffii	0	0	0	0	na	na
Listeria_monocytogenes	0	0	0	0	na	na
Lumpy_skin_disease_virus	0	0	0	0	na	na
Lymphocryptovirus	0	0	0	0	na	na
Mannheimia_haemolytica	0	0	0	0	na	na
Measles_morbillivirus	0	0	0	0	na	na
Methanobrevibacter_oralis	0	0	0	0	na	na
Moraxella_catarrhalis	0	0	0	0	na	na
Morbillivirus	0	0	0	0	na	na
Mycobacterium_avium	4	4	23	23	Off	Off
Mycobacterium_avium_subsp._hominissuis	4	4	5	5	Off	Off
Mycobacterium_avium_subsp._paratuberculosis	2	2	3	3	Off	Off
Mycobacterium_canettii	0	0	0	0	na	na
Mycobacterium_colombiense	0	0	0	0	na	na
Mycobacterium_colombiense_CECT_3035	1	1	1	1	Off	Off
Mycobacterium_intracellulare	4	4	5	5	Off	Off
Mycobacterium_intracellulare_subsp._yongonense	5	5	14	14	Off	Off
Mycobacterium_kansasii	8	8	11	11	Off	Off
Mycobacterium_leprae	0	0	0	0	na	na
Mycobacterium_marseillense	3	3	3	3	Off	Off
Mycobacterium_sp._JS623	7	7	8	8	Off	Off
Mycobacterium_sp._YC-RL4	3	3	4	4	Off	Off
Mycobacterium_tuberculosis	2	2	7	7	Off	Off
Mycobacterium_tuberculosis_KZN_1435	1	1	6	6	Off	Off
Mycobacterium_tuberculosis_complex	2	2	13	13	Off	Off
Mycobacterium_tuberculosis_variant_africanum	0	0	0	0	na	na
Mycobacterium_tuberculosis_variant_bovis	0	0	0	0	na	na
Mycobacteroides_abscessus	2	2	8	8	Off	Off
Mycobacteroides_abscessus_subsp._abscessus	2	2	6	6	Off	Off
Mycobacteroides_abscessus_subsp._massiliense	2	2	6	6	Off	Off
Mycoplasma_haemocanis	0	0	0	0	na	na
Mycoplasma_haemofelis	0	0	0	0	na	na
Mycoplasma_mycoides	0	0	0	0	na	na
Mycoplasma_ovipneumoniae	0	0	0	0	na	na
Mycoplasma_pneumoniae	0	0	0	0	na	na
Neisseria_elongata	0	0	0	0	na	na
Neisseria_elongata_subsp._glycolytica	1	1	1	1	Off	Off
Neisseria_gonorrhoeae	0	0	0	0	na	na
Neisseria_gonorrhoeae_NG-k51.05	1	1	4	4	Off	Off
Neisseria_meningitidis	0	0	0	0	na	na
Neisseria_meningitidis_LNP21362	1	1	1	1	Off	Off
Neisseria_mucosa	0	0	0	0	na	na
Neisseria_sicca	0	0	0	0	na	na
Neisseria_subflava	1	1	1	1	Off	Off
Neisseria_weaveri	0	0	0	0	na	na
Orthohepadnavirus	0	0	0	0	na	na
Orthopoxvirus	0	0	0	0	na	na
Paraavulavirus	0	0	0	0	na	na
Parvimonas_micra	0	0	0	0	na	na
Pasteurella_multocida	0	0	0	0	na	na
Pasteurella_multocida_subsp._multocida	3	3	3	3	Off	Off
Peptostreptococcus_anaerobius	0	0	0	0	na	na
Polyomaviridae	0	0	0	0	na	na
Porphyromonas_gingivalis	2	2	15	15	Off	Off
Porphyromonas_gingivalis_W83	0	0	0	0	na	na
Rickettsia_africae	0	0	0	0	na	na
Rickettsia_akari	0	0	0	0	na	na
Rickettsia_conorii	0	0	0	0	na	na
Rickettsia_felis	0	0	0	0	na	na
Rickettsia_japonica	0	0	0	0	na	na
Rickettsia_prowazekii	0	0	0	0	na	na
Rickettsia_rickettsii	0	0	0	0	na	na
Rickettsia_sibirica	0	0	0	0	na	na
Rickettsia_typhi	0	0	0	0	na	na
Salmonella_enterica	5	5	215	215	Off	Off
Salmonella_enterica_subsp._enterica	3	3	112	112	Off	Off
Salmonella_enterica_subsp._enterica_serovar_Agona_str._460004_2-1	1	1	3	3	Off	Off
Salmonella_enterica_subsp._enterica_serovar_Enteritidis	1	1	2	2	Off	Off
Salmonella_enterica_subsp._enterica_serovar_Johannesburg_str._ST203	1	1	1	1	Off	Off
