Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	11	11	11	11	Off	Off
Bordetella_bronchiseptica	3	3	3	3	Off	Off
Bordetella_genomosp._13	7	7	7	7	Off	Off
Bordetella_pertussis	5	5	44	44	Off	Off
Bordetella_pertussis_137	1	1	37	37	Off	Off
Bordetella_petrii	9	9	9	9	Off	Off
Bordetella_trematum	5	5	6	6	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	1	1	7	7	Off	Off
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_abortus_bv._6_str._870	1	1	3	3	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Brucella_suis_bv._2	1	1	4	4	Off	Off
Burkholderia_cepacia	5	5	7	7	Off	Off
Burkholderia_cepacia_JBK9	1	1	1	1	Off	Off
Burkholderia_gladioli	18	18	29	29	Off	Off
Burkholderia_gladioli_BSR3	4	4	12	12	Off	Off
Burkholderia_gladioli_pv._gladioli	12	12	23	23	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	9	9	30	30	Off	Off
Burkholderia_multivorans_ATCC_17616	6	6	12	12	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	3	3	11	11	Off	Off
Burkholderia_pseudomallei	9	9	32	32	Off	Off
Burkholderia_pseudomallei_B03	1	1	3	3	Off	Off
Burkholderia_pseudomallei_NCTC_13179	2	2	5	5	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	1	1	2	2	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	1	1	4	4	Off	Off
Campylobacter_fetus_subsp._venerealis_NCTC_10354	1	1	1	1	Off	Off
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
