Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	14	14	14	14	Off	Off
Bordetella_bronchiseptica	10	10	15	15	Off	Off
Bordetella_genomosp._13	24	24	26	26	Off	Off
Bordetella_pertussis	6	6	65	65	Off	Off
Bordetella_pertussis_137	1	1	16	16	Off	Off
Bordetella_pertussis_18323	1	1	21	21	Off	Off
Bordetella_petrii	17	17	17	17	Off	Off
Bordetella_trematum	14	14	25	25	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	18	18	25	25	Off	Off
Burkholderia_cepacia_ATCC_25416	4	4	8	8	Off	Off
Burkholderia_cepacia_JBK9	6	6	6	6	Off	Off
Burkholderia_gladioli	19	19	64	64	Off	Off
Burkholderia_gladioli_BSR3	4	4	4	4	Off	Off
Burkholderia_gladioli_pv._gladioli	18	18	56	56	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	17	17	43	43	Off	Off
Burkholderia_multivorans_ATCC_17616	6	6	26	26	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	4	4	9	9	Off	Off
Burkholderia_pseudomallei	6	6	13	13	Off	Off
Burkholderia_pseudomallei_7894	1	1	1	1	Off	Off
Burkholderia_pseudomallei_B03	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR1153	2	2	3	3	Off	Off
Burkholderia_pseudomallei_MSHR2543	1	1	2	2	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	2	2	3	3	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
