Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	1	1	2	2	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	21	21	21	21	Off	Off
Bordetella_bronchiseptica	21	21	29	29	Off	Off
Bordetella_genomosp._13	34	34	34	34	Off	Off
Bordetella_pertussis	4	4	45	45	Off	Off
Bordetella_pertussis_137	1	1	15	15	Off	Off
Bordetella_pertussis_18323	1	1	11	11	Off	Off
Bordetella_petrii	16	16	16	16	Off	Off
Bordetella_trematum	13	13	17	17	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	29	29	42	42	Off	Off
Burkholderia_cepacia_ATCC_25416	4	4	13	13	Off	Off
Burkholderia_cepacia_JBK9	10	10	10	10	Off	Off
Burkholderia_gladioli	42	42	136	136	Off	Off
Burkholderia_gladioli_BSR3	10	10	16	16	Off	Off
Burkholderia_gladioli_pv._gladioli	48	48	100	100	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	31	31	63	63	Off	Off
Burkholderia_multivorans_ATCC_17616	9	9	36	36	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	5	5	22	22	Off	Off
Burkholderia_pseudomallei	14	14	69	69	Off	Off
Burkholderia_pseudomallei_1710a	1	1	8	8	Off	Off
Burkholderia_pseudomallei_1710b	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	1	1	1	1	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	1	1	2	2	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
