Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	11	11	11	11	Off	Off
Bordetella_bronchiseptica	1	1	2	2	Off	Off
Bordetella_genomosp._13	16	16	16	16	Off	Off
Bordetella_pertussis	2	2	17	17	Off	Off
Bordetella_pertussis_18323	1	1	5	5	Off	Off
Bordetella_petrii	7	7	8	8	Off	Off
Bordetella_trematum	9	9	15	15	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	16	16	21	21	Off	Off
Burkholderia_cepacia_ATCC_25416	5	5	16	16	Off	Off
Burkholderia_cepacia_JBK9	1	1	1	1	Off	Off
Burkholderia_gladioli	20	20	79	79	Off	Off
Burkholderia_gladioli_BSR3	4	4	7	7	Off	Off
Burkholderia_gladioli_pv._gladioli	21	21	57	57	Off	Off
Burkholderia_mallei	1	1	1	1	Off	Off
Burkholderia_multivorans	15	15	45	45	Off	Off
Burkholderia_multivorans_ATCC_17616	2	2	7	7	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	1	1	6	6	Off	Off
Burkholderia_pseudomallei	22	22	163	163	Off	Off
