Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	2	2	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	8	8	8	8	Off	Off
Bordetella_bronchiseptica	7	7	7	7	Off	Off
Bordetella_genomosp._13	9	9	9	9	Off	Off
Bordetella_pertussis	3	3	27	27	Off	Off
Bordetella_petrii	5	5	5	5	Off	Off
Bordetella_trematum	3	3	3	3	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_burgdorferi_JD1	1	1	1	1	Off	Off
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	4	4	5	5	Off	Off
Burkholderia_cepacia_ATCC_25416	2	2	12	12	Off	Off
Burkholderia_cepacia_JBK9	1	1	1	1	Off	Off
Burkholderia_gladioli	15	15	49	49	Off	Off
Burkholderia_gladioli_BSR3	2	2	4	4	Off	Off
Burkholderia_gladioli_pv._gladioli	13	13	34	34	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	19	19	68	68	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	1	1	8	8	Off	Off
Burkholderia_pseudomallei	8	8	31	31	Off	Off
Burkholderia_pseudomallei_1106b	1	1	2	2	Off	Off
Burkholderia_pseudomallei_NCTC_13179	1	1	1	1	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
