Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	10	10	10	10	Off	Off
Bordetella_bronchiseptica	6	6	8	8	Off	Off
Bordetella_genomosp._13	20	20	20	20	Off	Off
Bordetella_pertussis	9	9	214	214	Off	Off
Bordetella_pertussis_137	1	1	4	4	Off	Off
Bordetella_pertussis_18323	2	2	40	40	Off	Off
Bordetella_petrii	15	15	16	16	Off	Off
Bordetella_trematum	0	0	0	0	na	na
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	10	10	17	17	Off	Off
Burkholderia_cepacia_ATCC_25416	6	6	23	23	Off	Off
Burkholderia_cepacia_JBK9	2	2	2	2	Off	Off
Burkholderia_gladioli	32	32	94	94	Off	Off
Burkholderia_gladioli_BSR3	2	2	2	2	Off	Off
Burkholderia_gladioli_pv._gladioli	18	18	41	41	Off	Off
Burkholderia_mallei	1	1	1	1	Off	Off
Burkholderia_multivorans	24	24	49	49	Off	Off
Burkholderia_multivorans_ATCC_17616	3	3	9	9	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	3	3	13	13	Off	Off
