Node	NumberOfAssignedReads
Actinobacillus_equuli	21
Actinobacillus_pleuropneumoniae	20
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	2
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	8
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	3
Aspergillus_fumigatus	0
Bartonella_bacilliformis	13
Bartonella_henselae	4
Bartonella_quintana	11
Bartonella_quintana_RM-11	4
Blastomyces_dermatitidis	0
Bordetella_bronchialis	393
Bordetella_bronchiseptica	310
Bordetella_genomosp._13	586
Bordetella_pertussis	126
Bordetella_pertussis_137	8
Bordetella_pertussis_18323	25
Bordetella_petrii	462
Bordetella_trematum	377
Borrelia_crocidurae	0
Borrelia_crocidurae_DOU	2
Borrelia_recurrentis	0
Borreliella_afzelii	4
Borreliella_afzelii_K78	1
Borreliella_afzelii_Tom3107	1
Borreliella_burgdorferi	1
Borreliella_burgdorferi_N40	1
Borreliella_garinii	2
Borreliella_garinii_BgVir	1
Bovine_rhinitis_A_virus	0
Brucella_abortus	5
Brucella_abortus_bv._6_str._870	3
Brucella_canis	0
Brucella_melitensis	2
Brucella_melitensis_bv._2_str._63/9	6
Brucella_microti	0
Brucella_ovis	0
Brucella_ovis_ATCC_25840	6
Brucella_suis	8
Brucella_suis_019	1
Brucella_suis_bv._2	6
Burkholderia_cepacia	373
Burkholderia_cepacia_ATCC_25416	130
Burkholderia_cepacia_JBK9	123
Burkholderia_gladioli	728
Burkholderia_gladioli_BSR3	136
Burkholderia_gladioli_pv._gladioli	908
Burkholderia_mallei	15
Burkholderia_mallei_NCTC_10229	1
Burkholderia_mallei_NCTC_10247	6
Burkholderia_multivorans	557
Burkholderia_multivorans_ATCC_17616	122
Burkholderia_multivorans_ATCC_BAA-247	172
Burkholderia_pseudomallei	224
Burkholderia_pseudomallei_1106b	21
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	8
Burkholderia_pseudomallei_7894	7
Burkholderia_pseudomallei_B03	11
Burkholderia_pseudomallei_MSHR1153	6
Burkholderia_pseudomallei_MSHR2543	6
Burkholderia_pseudomallei_MSHR346	18
Burkholderia_pseudomallei_MSHR435	11
Burkholderia_pseudomallei_NCTC_13179	14
Burkholderia_pseudomallei_Pasteur_52237	3
Campylobacter_coli	11
Campylobacter_coli_76339	3
Campylobacter_coli_RM4661	5
Campylobacter_fetus	2
Campylobacter_fetus_subsp._testudinum_Sp3	3
Campylobacter_gracilis	21
Campylobacter_showae	6
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_abortus_LLG	5
Chlamydia_caviae	0
Chlamydia_caviae_GPIC	9
Chlamydia_felis	0
Chlamydia_felis_Fe/C-56	5
Chlamydia_muridarum	3
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	5
Chlamydia_pneumoniae	5
Chlamydia_pneumoniae_AR39	11
Chlamydia_psittaci	0
Chlamydia_suis	6
Chlamydia_trachomatis	0
Chlamydia_trachomatis_6276	1
Corynebacterium_ammoniagenes	13
Corynebacterium_amycolatum	24
Corynebacterium_bovis	179
Corynebacterium_crudilactis	39
Corynebacterium_diphtheriae	11
Corynebacterium_diphtheriae_HC03	5
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_jeikeium	46
Corynebacterium_jeikeium_K411	23
Corynebacterium_kroppenstedtii	51
Corynebacterium_kroppenstedtii_DSM_44385	10
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	221
Corynebacterium_matruchotii	55
Corynebacterium_minutissimum	34
Corynebacterium_pseudotuberculosis	11
Corynebacterium_pseudotuberculosis_Cp162	4
Corynebacterium_renale	12
Corynebacterium_segmentosum	20
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	182
Corynebacterium_stationis	18
Corynebacterium_striatum	38
Corynebacterium_urealyticum	31
Corynebacterium_ureicelerivorans	44
Corynebacterium_xerosis	123
Cowpox_virus	0
Coxiella_burnetii	31
Coxiella_burnetii_Dugway_5J108-111	7
Coxiella_burnetii_str._Schperling	15
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ectromelia_virus	2
Ehrlichia_canis	0
Ehrlichia_canis_str._Jake	3
Enterococcus_avium	20
Enterococcus_casseliflavus	27
Enterococcus_casseliflavus_EC20	3
Enterococcus_cecorum	23
Enterococcus_durans	8
Enterococcus_faecalis	25
Enterococcus_faecalis_62	1
Enterococcus_faecalis_ATCC_29212	1
Enterococcus_faecium	13
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	5
Enterococcus_hirae	6
Enterococcus_hirae_ATCC_9790	4
Enterococcus_mundtii	14
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	11
Erysipelothrix_rhusiopathiae_str._Fujisawa	2
Erythroparvovirus	0
Escherichia_coli	327
Escherichia_coli_042	1
Escherichia_coli_ED1a	2
Escherichia_coli_ETEC_H10407	1
Escherichia_coli_Nissle_1917	3
Escherichia_coli_O104:H4	2
Escherichia_coli_O111	1
Escherichia_coli_O111:NM	1
Escherichia_coli_O139	4
Escherichia_coli_O145_str._RM9872	1
Escherichia_coli_O150	1
Escherichia_coli_O157:H7	1
Escherichia_coli_O158	1
Escherichia_coli_O19	1
Escherichia_coli_O25:H4	1
Escherichia_coli_O25b:H4	2
Escherichia_coli_O26	0
Escherichia_coli_O55:H7	2
Escherichia_coli_UMN026	1
Escherichia_coli_UMNK88	1
Escherichia_coli_UTI89	2
Escherichia_coli_str._K-12_substr._MG1655star	2
Francisella_tularensis	3
Francisella_tularensis_subsp._novicida	7
Francisella_tularensis_subsp._novicida_PA10-7858	1
Francisella_tularensis_subsp._novicida_U112	5
Francisella_tularensis_subsp._tularensis_WY96-3418	2
Fusobacterium	64
Fusobacterium_canifelinum	6
Fusobacterium_gastrosuis	7
Fusobacterium_gonidiaformans_ATCC_25563	12
Fusobacterium_hwasookii	4
Fusobacterium_hwasookii_ChDC_F174	6
Fusobacterium_hwasookii_ChDC_F206	1
Fusobacterium_mortiferum_ATCC_9817	13
Fusobacterium_necrophorum	3
Fusobacterium_necrophorum_subsp._funduliforme	8
Fusobacterium_nucleatum	4
Fusobacterium_nucleatum_subsp._animalis	29
Fusobacterium_nucleatum_subsp._animalis_21_1A	4
Fusobacterium_nucleatum_subsp._animalis_4_8	3
Fusobacterium_nucleatum_subsp._animalis_7_1	1
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_23726	2
Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	4
Fusobacterium_nucleatum_subsp._polymorphum	29
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	5
Fusobacterium_nucleatum_subsp._vincentii	3
Fusobacterium_nucleatum_subsp._vincentii_3_1_27	2
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	2
Fusobacterium_periodonticum	3
Fusobacterium_pseudoperiodonticum	18
Fusobacterium_sp._oral_taxon_203	1
Fusobacterium_ulcerans	23
Fusobacterium_ulcerans_ATCC_49185	5
