Node	NumberOfAssignedReads
Actinobacillus_equuli	3
Actinobacillus_pleuropneumoniae	3
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	0
Aspergillus_fumigatus	0
Bartonella_bacilliformis	2
Bartonella_henselae	1
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	27
Bordetella_bronchiseptica	14
Bordetella_genomosp._13	63
Bordetella_pertussis	9
Bordetella_pertussis_137	1
Bordetella_pertussis_18323	1
Bordetella_petrii	42
Bordetella_trematum	20
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	2201
Burkholderia_cepacia_ATCC_25416	1037
Burkholderia_cepacia_JBK9	1137
Burkholderia_gladioli	3933
Burkholderia_gladioli_BSR3	792
Burkholderia_gladioli_pv._gladioli	2677
Burkholderia_mallei	48
Burkholderia_mallei_NCTC_10229	4
Burkholderia_mallei_NCTC_10247	27
Burkholderia_multivorans	5025
Burkholderia_multivorans_ATCC_17616	1667
Burkholderia_multivorans_ATCC_BAA-247	1591
Burkholderia_pseudomallei	1650
Burkholderia_pseudomallei_1106b	33
Burkholderia_pseudomallei_1710a	5
Burkholderia_pseudomallei_1710b	19
Burkholderia_pseudomallei_7894	68
Burkholderia_pseudomallei_B03	17
Burkholderia_pseudomallei_MSHR1153	40
Burkholderia_pseudomallei_MSHR2543	43
Burkholderia_pseudomallei_MSHR346	82
Burkholderia_pseudomallei_MSHR435	32
Burkholderia_pseudomallei_NCTC_13179	61
Burkholderia_pseudomallei_Pasteur_52237	32
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_gracilis	0
Campylobacter_showae	1
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	2
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	0
Corynebacterium_amycolatum	1
Corynebacterium_bovis	0
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	0
Corynebacterium_jeikeium	5
Corynebacterium_jeikeium_K411	4
Corynebacterium_kroppenstedtii	4
Corynebacterium_kroppenstedtii_DSM_44385	10
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	5
Corynebacterium_matruchotii	11
Corynebacterium_minutissimum	4
Corynebacterium_pseudotuberculosis	1
Corynebacterium_renale	0
Corynebacterium_segmentosum	5
Corynebacterium_sphenisci	0
Corynebacterium_stationis	0
Corynebacterium_striatum	2
