Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	2	2	2	2	Off	Off
Actinobacillus_pleuropneumoniae	11	11	50	50	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	4	4	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	4	4	7	7	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	3	3	6	6	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	14	14	24	24	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	2	2	3	3	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	123	123	124	124	Off	Off
Bordetella_bronchiseptica	126	126	160	160	Off	Off
Bordetella_genomosp._13	235	235	235	235	Off	Off
Bordetella_pertussis	57	57	599	599	Off	Off
Bordetella_pertussis_137	13	13	144	144	Off	Off
Bordetella_pertussis_18323	9	9	89	89	Off	Off
Bordetella_petrii	99	99	99	99	Off	Off
Bordetella_trematum	103	103	158	158	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_DOU	2	2	2	2	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borrelia_recurrentis_A1	1	1	1	1	Off	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_burgdorferi_JD1	1	1	2	2	Off	Off
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	1	1	1	1	Off	Off
Brucella_abortus_bv._6_str._870	1	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	1	3	3	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	13	13	14	14	Off	Off
Brucella_suis	2	2	2	2	Off	Off
Brucella_suis_bv._2	1	1	1	1	Off	Off
Burkholderia_cepacia	243	243	374	374	Off	Off
Burkholderia_cepacia_ATCC_25416	88	88	421	421	Off	Off
Burkholderia_cepacia_JBK9	96	96	121	121	Off	Off
Burkholderia_gladioli	459	459	1569	1569	Off	Off
Burkholderia_gladioli_BSR3	88	88	147	147	Off	Off
Burkholderia_gladioli_pv._gladioli	436	436	1117	1117	Off	Off
Burkholderia_mallei	6	6	8	8	Off	Off
Burkholderia_mallei_NCTC_10229	5	5	17	17	Off	Off
Burkholderia_mallei_NCTC_10247	5	5	7	7	Off	Off
Burkholderia_multivorans	436	436	1100	1100	Off	Off
Burkholderia_multivorans_ATCC_17616	123	123	413	413	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	152	152	374	374	Off	Off
Burkholderia_pseudomallei	202	202	1209	1209	Off	Off
Burkholderia_pseudomallei_1106b	7	7	13	13	Off	Off
Burkholderia_pseudomallei_1710a	4	4	14	14	Off	Off
Burkholderia_pseudomallei_1710b	2	2	2	2	Off	Off
Burkholderia_pseudomallei_7894	4	4	9	9	Off	Off
