Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	44	44	44	44	Off	Off
Actinobacillus_pleuropneumoniae	112	112	369	369	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	21	21	75	75	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	19	19	42	42	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	27	27	59	59	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	3	3	6	6	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	3	3	6	6	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	94	94	96	96	Off	Off
Bordetella_bronchiseptica	58	58	75	75	Off	Off
Bordetella_genomosp._13	72	72	73	73	Off	Off
Bordetella_pertussis	40	40	418	418	Off	Off
Bordetella_pertussis_137	6	6	67	67	Off	Off
Bordetella_pertussis_18323	9	9	85	85	Off	Off
Bordetella_petrii	69	69	69	69	Off	Off
Bordetella_trematum	74	74	119	119	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	1	1	1	1	Off	Off
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	4	4	5	5	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	4	4	4	4	Off	Off
Brucella_suis	0	0	0	0	na	na
Brucella_suis_019	1	1	1	1	Off	Off
Burkholderia_cepacia	130	130	205	205	Off	Off
Burkholderia_cepacia_ATCC_25416	32	32	135	135	Off	Off
Burkholderia_cepacia_JBK9	53	53	66	66	Off	Off
Burkholderia_gladioli	286	286	980	980	Off	Off
Burkholderia_gladioli_BSR3	60	60	103	103	Off	Off
Burkholderia_gladioli_pv._gladioli	227	227	590	590	Off	Off
Burkholderia_mallei	4	4	20	20	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
