Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	2
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	6
Aspergillus_fumigatus	0
Bartonella_bacilliformis	1
Bartonella_henselae	2
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	138
Bordetella_bronchiseptica	103
Bordetella_genomosp._13	164
Bordetella_pertussis	29
Bordetella_pertussis_137	6
Bordetella_pertussis_18323	3
Bordetella_petrii	130
Bordetella_trematum	97
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	1
Brucella_melitensis	2
Brucella_microti	0
Brucella_ovis	0
Brucella_ovis_ATCC_25840	10
Brucella_suis	1
Burkholderia_cepacia	268
Burkholderia_cepacia_ATCC_25416	122
Burkholderia_cepacia_JBK9	131
Burkholderia_gladioli	360
Burkholderia_gladioli_BSR3	79
Burkholderia_gladioli_pv._gladioli	299
Burkholderia_mallei	11
Burkholderia_mallei_NCTC_10229	4
Burkholderia_mallei_NCTC_10247	6
Burkholderia_multivorans	674
Burkholderia_multivorans_ATCC_17616	159
Burkholderia_multivorans_ATCC_BAA-247	186
Burkholderia_pseudomallei	245
Burkholderia_pseudomallei_1106b	13
Burkholderia_pseudomallei_1710a	21
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	11
Burkholderia_pseudomallei_B03	9
Burkholderia_pseudomallei_MSHR1153	2
Burkholderia_pseudomallei_MSHR2543	6
Burkholderia_pseudomallei_MSHR346	10
Burkholderia_pseudomallei_MSHR435	1
Burkholderia_pseudomallei_NCTC_13179	7
Burkholderia_pseudomallei_Pasteur_52237	3
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_gracilis	7
Campylobacter_showae	7
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	2
Corynebacterium_amycolatum	8
Corynebacterium_bovis	129
Corynebacterium_crudilactis	5
Corynebacterium_diphtheriae	6
Corynebacterium_diphtheriae_HC03	1
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_jeikeium	28
Corynebacterium_jeikeium_K411	20
Corynebacterium_kroppenstedtii	29
Corynebacterium_kroppenstedtii_DSM_44385	42
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	79
Corynebacterium_matruchotii	43
Corynebacterium_minutissimum	19
Corynebacterium_pseudotuberculosis	6
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	9
Corynebacterium_segmentosum	26
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	210
Corynebacterium_stationis	6
Corynebacterium_striatum	33
Corynebacterium_urealyticum	22
Corynebacterium_ureicelerivorans	36
Corynebacterium_xerosis	105
Cowpox_virus	0
Coxiella_burnetii	12
Coxiella_burnetii_str._Schperling	1
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	1
Enterococcus_casseliflavus	1
Enterococcus_cecorum	47
Enterococcus_durans	1
Enterococcus_faecalis	7
Enterococcus_faecalis_ATCC_29212	1
Enterococcus_faecium	6
Enterococcus_faecium_Com15	1
Enterococcus_hirae	0
Enterococcus_hirae_ATCC_9790	2
Enterococcus_mundtii	2
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	2
Erythroparvovirus	0
Escherichia_coli	48
Escherichia_coli_042	2
Escherichia_coli_NCCP15648	11
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	1
Escherichia_coli_O26	0
Escherichia_coli_O78	1
Escherichia_coli_O7:K1_str._CE10	1
Francisella_tularensis	0
Francisella_tularensis_subsp._novicida	3
Fusobacterium	0
Fusobacterium_necrophorum	1
Fusobacterium_necrophorum_subsp._funduliforme	1
Fusobacterium_nucleatum	1
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii	1
Fusobacterium_nucleatum_subsp._vincentii_3_1_27	1
Fusobacterium_sp._oral_taxon_203	2
Goatpox_virus	0
