Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	3	3	5	5	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	1	1	3	3	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	87	87	88	88	Off	Off
Bordetella_bronchiseptica	51	51	93	93	Off	Off
Bordetella_genomosp._13	57	57	58	58	Off	Off
Bordetella_pertussis	15	15	136	136	Off	Off
Bordetella_pertussis_137	4	4	54	54	Off	Off
Bordetella_pertussis_18323	2	2	15	15	Off	Off
Bordetella_petrii	45	45	45	45	Off	Off
Bordetella_trematum	33	33	50	50	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_melitensis_bv._2_str._63/9	2	2	2	2	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	1	1	1	1	Off	Off
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	122	122	208	208	Off	Off
Burkholderia_cepacia_ATCC_25416	37	37	156	156	Off	Off
Burkholderia_cepacia_JBK9	37	37	40	40	Off	Off
Burkholderia_gladioli	127	127	458	458	Off	Off
Burkholderia_gladioli_BSR3	48	48	70	70	Off	Off
Burkholderia_gladioli_pv._gladioli	154	154	402	402	Off	Off
Burkholderia_mallei	3	3	7	7	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	2	2	Off	Off
Burkholderia_mallei_NCTC_10247	1	1	2	2	Off	Off
Burkholderia_multivorans	201	201	587	587	Off	Off
Burkholderia_multivorans_ATCC_17616	94	94	338	338	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	54	54	165	165	Off	Off
Burkholderia_pseudomallei	96	96	548	548	Off	Off
Burkholderia_pseudomallei_1106b	3	3	3	3	Off	Off
Burkholderia_pseudomallei_1710b	3	3	6	6	Off	Off
Burkholderia_pseudomallei_7894	2	2	8	8	Off	Off
