Node	NumberOfAssignedReads
Actinobacillus_equuli	1
Actinobacillus_pleuropneumoniae	2
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	2
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	4
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	1
Bartonella_quintana	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	42
Bordetella_bronchiseptica	57
Bordetella_genomosp._13	51
Bordetella_pertussis	18
Bordetella_pertussis_137	3
Bordetella_pertussis_18323	5
Bordetella_petrii	72
Bordetella_trematum	38
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	1
Bovine_rhinitis_A_virus	0
Brucella_abortus	16
Brucella_abortus_bv._6_str._870	3
Brucella_canis	3
Brucella_melitensis	13
Brucella_melitensis_bv._2_str._63/9	5
Brucella_microti	0
Brucella_microti_CCM_4915	22
Brucella_ovis	0
Brucella_ovis_ATCC_25840	49
Brucella_suis	5
Brucella_suis_019	2
Brucella_suis_bv._2	13
Burkholderia_cepacia	138
Burkholderia_cepacia_ATCC_25416	48
Burkholderia_cepacia_JBK9	37
Burkholderia_gladioli	143
Burkholderia_gladioli_BSR3	34
Burkholderia_gladioli_pv._gladioli	105
Burkholderia_mallei	6
Burkholderia_mallei_NCTC_10229	1
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	241
Burkholderia_multivorans_ATCC_17616	69
Burkholderia_multivorans_ATCC_BAA-247	70
Burkholderia_pseudomallei	131
Burkholderia_pseudomallei_1106b	5
Burkholderia_pseudomallei_1710a	4
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	2
Burkholderia_pseudomallei_B03	3
Burkholderia_pseudomallei_MSHR1153	3
Burkholderia_pseudomallei_MSHR2543	4
Burkholderia_pseudomallei_MSHR346	1
Burkholderia_pseudomallei_MSHR435	16
Burkholderia_pseudomallei_NCTC_13179	8
Burkholderia_pseudomallei_Pasteur_52237	4
Campylobacter_coli	0
Campylobacter_coli_RM1875	1
Campylobacter_fetus	0
Campylobacter_gracilis	8
Campylobacter_showae	5
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	1
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	3
Corynebacterium_amycolatum	11
Corynebacterium_bovis	92
Corynebacterium_crudilactis	4
Corynebacterium_diphtheriae	7
Corynebacterium_diphtheriae_HC03	1
Corynebacterium_diphtheriae_NCTC_13129	2
Corynebacterium_jeikeium	9
Corynebacterium_jeikeium_K411	9
Corynebacterium_kroppenstedtii	18
Corynebacterium_kroppenstedtii_DSM_44385	12
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	32
Corynebacterium_matruchotii	33
Corynebacterium_minutissimum	14
Corynebacterium_pseudotuberculosis	3
Corynebacterium_pseudotuberculosis_Cp162	3
Corynebacterium_renale	8
Corynebacterium_segmentosum	10
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	121
Corynebacterium_stationis	5
Corynebacterium_striatum	8
Corynebacterium_urealyticum	24
Corynebacterium_ureicelerivorans	38
Corynebacterium_xerosis	62
Cowpox_virus	0
Coxiella_burnetii	9
Coxiella_burnetii_str._Schperling	1
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	3
Enterococcus_casseliflavus	2
Enterococcus_casseliflavus_EC20	3
Enterococcus_cecorum	3
Enterococcus_durans	2
Enterococcus_faecalis	7
Enterococcus_faecalis_62	2
Enterococcus_faecalis_D32	1
Enterococcus_faecalis_R712	1
Enterococcus_faecium	3
Enterococcus_hirae	2
Enterococcus_hirae_ATCC_9790	1
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	5
Erysipelothrix_rhusiopathiae_str._Fujisawa	7
Erythroparvovirus	0
Escherichia_coli	40
Escherichia_coli_042	2
Escherichia_coli_M8	1
Escherichia_coli_Nissle_1917	2
Escherichia_coli_O111	0
Escherichia_coli_O139	1
Escherichia_coli_O157:H7	0
Escherichia_coli_O25:H4	1
Escherichia_coli_O26	0
Escherichia_coli_O80:H26	1
Francisella_tularensis	2
Fusobacterium	2
Fusobacterium_mortiferum_ATCC_9817	2
Fusobacterium_necrophorum	5
Fusobacterium_necrophorum_subsp._funduliforme	2
Fusobacterium_necrophorum_subsp._necrophorum	1
Fusobacterium_nucleatum	4
Fusobacterium_nucleatum_subsp._animalis	1
Fusobacterium_nucleatum_subsp._animalis_7_1	2
Fusobacterium_nucleatum_subsp._polymorphum	2
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	1
Fusobacterium_pseudoperiodonticum	1
Fusobacterium_ulcerans_ATCC_49185	2
Goatpox_virus	0
Haemophilus_influenzae	7
Helicobacter_cinaedi	2
Helicobacter_pylori	16
Helicobacter_pylori_Aklavik86	1
Helicobacter_pylori_F32	2
Helicobacter_pylori_Shi112	3
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	10
Klebsiella_aerogenes_EA1509E	2
Klebsiella_michiganensis	15
Klebsiella_michiganensis_HKOPL1	1
Klebsiella_oxytoca	11
Klebsiella_pneumoniae	23
Klebsiella_pneumoniae_subsp._pneumoniae	5
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	1
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0
Legionella_anisa	1
Legionella_lansingensis	2
Legionella_pneumophila	5
Legionella_pneumophila_subsp._fraseri	1
Legionella_pneumophila_subsp._pascullei	1
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_biflexa_serovar_Patoc	6
Leptospira_borgpetersenii	7
Leptospira_borgpetersenii_serovar_Ceylonica	6
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	2
Leptospira_interrogans_serovar_Hardjo-prajitno	3
Leptospira_kirschneri	0
Leptospira_kmetyi	6
Leptospira_licerasiae	0
Leptospira_noguchii	3
Leptospira_santarosai	1
Leptospira_weilii	3
Leptospira_wolffii	0
Listeria_monocytogenes	6
Listeria_monocytogenes_FSL_J1-208	1
Lumpy_skin_disease_virus	0
