Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	3	30	56	108	131	229	209	274	269	228	116	242
Actinobacillus_pleuropneumoniae	9	54	139	220	322	458	599	683	655	637	200	545
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	7	21	29	55	79	109	134	130	105	43	121
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	11	21	47	73	91	92	117	178	150	41	120
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	8	21	38	68	106	146	141	130	141	52	114
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	0	1	0	2	0	2	2	1	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	2	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	1	0	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	1	4	5	10	12	13	8	16	9	3	4
Bordetella_bronchiseptica	0	4	1	2	4	5	6	16	15	13	0	3
Bordetella_genomosp._13	0	3	3	2	5	8	5	24	22	21	2	6
Bordetella_pertussis	1	0	0	1	4	1	2	7	5	12	2	3
Bordetella_pertussis_137	0	0	1	1	0	0	1	1	0	3	0	0
Bordetella_pertussis_18323	0	0	0	0	2	1	0	0	1	2	0	0
Bordetella_petrii	0	3	4	2	16	13	5	13	18	5	0	1
Bordetella_trematum	1	1	1	2	2	4	2	5	9	10	1	2
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii_K78	0	0	0	0	0	0	0	0	0	1	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	1	0	0	1	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	2	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	3	0	0	2	2	0	2	1	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	1	4	7	9	10	11	13	14	20	22	3	7
Burkholderia_cepacia_ATCC_25416	0	0	2	5	3	1	4	8	4	3	1	2
Burkholderia_cepacia_JBK9	3	2	1	4	9	7	4	8	3	3	1	2
Burkholderia_gladioli	4	8	26	28	21	31	46	37	35	31	9	13
Burkholderia_gladioli_BSR3	0	3	4	3	5	6	3	14	14	8	1	8
Burkholderia_gladioli_pv._gladioli	1	10	4	12	24	31	28	33	51	32	8	11
Burkholderia_mallei	0	0	0	0	1	2	0	3	7	2	0	0
Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0	0	3	0	0	0
Burkholderia_multivorans	2	10	11	15	23	24	29	36	23	56	4	13
Burkholderia_multivorans_ATCC_17616	0	1	2	5	3	6	7	10	8	13	2	4
Burkholderia_multivorans_ATCC_BAA-247	0	6	7	1	5	3	8	9	11	6	2	3
