Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	0	1	4	8	1	0	0	0	1
Actinobacillus_pleuropneumoniae	0	0	1	0	0	0	0	1	1	0	0	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	0	0	0	0	1	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	0	0	0	0	0	1	0	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	0	0	1	0	2	0	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	1	0	1	0	0	0	0	0	0
Bartonella_henselae	0	0	2	1	0	2	1	1	1	2	0	0
Bartonella_quintana	0	0	0	0	1	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	6	9	22	28	30	21	37	20	16	14	5	11
Bordetella_bronchiseptica	1	1	0	15	21	14	18	41	18	20	3	12
Bordetella_genomosp._13	9	16	28	36	27	31	37	44	44	34	8	10
Bordetella_pertussis	0	0	2	2	3	5	5	10	13	13	0	6
Bordetella_pertussis_137	0	0	0	1	1	0	5	0	3	3	0	1
Bordetella_pertussis_18323	0	0	0	1	0	2	0	0	0	0	0	4
Bordetella_petrii	1	7	7	26	26	36	26	50	19	22	5	6
Bordetella_trematum	7	6	14	12	21	13	12	23	17	5	6	9
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	2	0	0	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti_CCM_4915	0	0	0	0	0	1	0	4	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	2	0	0	1	0	0	0	1	0	0
Brucella_suis	0	0	1	0	1	0	0	0	0	0	0	0
Brucella_suis_019	0	0	0	0	0	0	0	1	0	0	0	0
Brucella_suis_bv._2	0	0	0	0	0	0	0	1	0	0	0	0
Burkholderia_cepacia	0	8	12	25	15	24	14	28	21	35	7	6
Burkholderia_cepacia_ATCC_25416	1	2	3	5	3	8	4	14	4	7	0	0
Burkholderia_cepacia_JBK9	3	2	2	5	7	4	5	6	5	4	1	2
Burkholderia_gladioli	13	15	20	8	33	38	45	49	35	41	11	12
Burkholderia_gladioli_BSR3	0	6	7	3	5	13	16	12	16	16	4	9
Burkholderia_gladioli_pv._gladioli	2	10	17	25	32	33	32	48	38	42	9	8
Burkholderia_mallei	0	0	0	1	0	2	2	1	1	1	3	1
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_multivorans	5	16	28	29	50	39	43	52	37	32	7	13
Burkholderia_multivorans_ATCC_17616	2	13	11	9	8	9	13	15	8	1	3	9
Burkholderia_multivorans_ATCC_BAA-247	1	6	12	7	6	21	18	2	8	6	1	5
Burkholderia_pseudomallei	19	16	17	12	32	16	29	33	25	28	18	7
Burkholderia_pseudomallei_1106b	0	0	1	2	4	3	1	1	0	2	0	0
Burkholderia_pseudomallei_1710a	0	0	1	0	1	2	1	0	1	0	0	0
Burkholderia_pseudomallei_1710b	0	0	1	0	0	3	4	1	1	0	0	0
Burkholderia_pseudomallei_7894	0	0	0	0	0	1	0	2	1	0	0	0
Burkholderia_pseudomallei_B03	0	0	3	0	1	0	4	1	0	2	0	0
Burkholderia_pseudomallei_MSHR1153	0	3	0	1	0	1	2	2	1	0	0	0
Burkholderia_pseudomallei_MSHR2543	0	2	1	1	0	0	2	0	1	2	0	0
Burkholderia_pseudomallei_MSHR346	0	2	0	1	0	0	0	0	0	2	0	0
Burkholderia_pseudomallei_MSHR435	0	2	2	3	0	4	2	2	1	2	0	0
Burkholderia_pseudomallei_NCTC_13179	0	0	2	4	3	0	1	1	1	0	0	0
Burkholderia_pseudomallei_Pasteur_52237	0	3	0	3	1	1	0	1	2	0	0	0
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_RM4661	0	0	0	0	0	1	0	0	0	0	0	0
Campylobacter_fetus	0	0	0	1	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._venerealis_str._84-112	0	3	0	0	0	0	0	0	0	0	0	0
Campylobacter_gracilis	0	0	3	1	2	4	0	1	0	0	0	0
Campylobacter_showae	0	0	0	2	0	1	0	1	0	0	0	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_muridarum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum_P787	0	0	0	1	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	0	0	0	1	1	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	3	7	1	0	0	3	0	0	0
Corynebacterium_bovis	3	4	4	7	8	6	7	14	1	14	5	2
Corynebacterium_crudilactis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_diphtheriae	0	0	0	0	0	1	0	1	0	0	0	0
Corynebacterium_diphtheriae_HC04	0	0	0	0	0	0	2	0	0	0	0	0
Corynebacterium_diphtheriae_NCTC_13129	0	0	0	0	0	0	0	0	0	0	1	0
Corynebacterium_jeikeium	2	0	0	2	2	0	1	2	1	0	0	0
Corynebacterium_jeikeium_K411	0	1	3	2	2	4	3	5	3	0	0	0
Corynebacterium_kroppenstedtii	1	0	0	3	2	2	2	0	1	0	0	0
Corynebacterium_kroppenstedtii_DSM_44385	0	1	0	0	0	2	0	0	1	0	0	0
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	5	3	2	10	7	10	6	0	3	4	0	0
Corynebacterium_matruchotii	1	3	4	4	5	3	4	9	3	5	1	3
Corynebacterium_minutissimum	0	1	2	3	2	0	0	2	0	0	0	0
Corynebacterium_pseudotuberculosis	0	0	1	0	0	4	0	0	0	0	0	0
Corynebacterium_pseudotuberculosis_Cp162	0	1	0	0	0	0	0	0	0	0	0	0
Corynebacterium_renale	1	0	0	0	1	0	0	1	0	0	0	0
Corynebacterium_segmentosum	2	0	0	0	0	2	0	0	0	0	0	0
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	4	13	11	14	16	21	21	12	9	6	4	5
Corynebacterium_stationis	0	0	0	0	0	0	1	1	1	3	0	0
Corynebacterium_striatum	1	1	2	4	2	7	3	3	1	2	0	0
Corynebacterium_urealyticum	0	1	1	3	3	1	2	1	0	4	0	0
Corynebacterium_ureicelerivorans	2	5	8	1	4	3	2	8	2	1	3	1
Corynebacterium_xerosis	5	4	3	5	9	2	2	7	5	3	0	5
Cowpox_virus	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	8	2	3	4	9	2	16	3	10	6	5	0
Coxiella_burnetii_Dugway_5J108-111	0	3	0	0	2	8	0	4	0	1	0	0
Coxiella_burnetii_str._Schperling	0	0	1	2	0	2	0	1	4	0	0	0
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium_parvum	0	0	0	0	0	0	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	1	0	0	0	0	0	1
