Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	0	0	0	0	0	0	0	0	0	2	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	0	0	0	0	0	1	0	2	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	1	1	0	2	0	0	1	5	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	1	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	1	0	4	2	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	1	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	6	7	9	13	14	20	9	14	18	1	1
Bordetella_bronchiseptica	2	2	1	2	8	7	16	24	29	18	1	5
Bordetella_genomosp._13	2	4	4	8	17	21	23	18	27	17	1	11
Bordetella_pertussis	0	0	2	0	1	7	8	13	16	9	1	7
Bordetella_pertussis_137	0	0	0	0	1	1	1	1	2	1	4	0
Bordetella_pertussis_18323	0	0	0	0	1	0	0	2	4	4	1	0
Bordetella_petrii	0	7	5	10	30	17	21	30	23	17	0	4
Bordetella_trematum	1	4	8	4	3	12	14	13	14	36	0	3
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_crocidurae_str._Achema	0	0	0	0	0	0	0	0	1	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	1	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	1	1	0	0
Brucella_abortus_bv._6_str._870	0	0	0	0	1	0	0	0	1	1	1	0
Brucella_canis	0	0	0	0	0	0	0	0	0	1	0	0
Brucella_melitensis	0	0	0	0	0	0	0	3	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti_CCM_4915	0	0	1	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	2	1	1	1	0	11	3	0	0	1	0
Brucella_suis	0	0	0	0	2	0	0	1	0	1	0	0
Brucella_suis_bv._2	0	0	0	0	1	1	0	0	1	0	0	0
Burkholderia_cepacia	15	25	46	60	66	66	52	57	59	49	21	23
Burkholderia_cepacia_ATCC_25416	15	23	19	27	19	33	22	17	16	15	7	9
Burkholderia_cepacia_JBK9	12	17	32	27	16	26	35	26	25	17	15	12
Burkholderia_gladioli	29	63	90	113	109	81	100	113	96	104	27	43
Burkholderia_gladioli_BSR3	10	9	17	20	21	31	25	16	28	16	11	14
Burkholderia_gladioli_pv._gladioli	8	44	39	66	63	81	90	92	84	74	25	26
Burkholderia_mallei	0	0	6	0	2	3	3	1	0	4	1	0
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	1	1	0	0	1	0	0
Burkholderia_mallei_NCTC_10247	0	0	0	1	0	1	1	0	0	0	0	1
Burkholderia_multivorans	32	88	111	107	106	103	119	114	120	86	31	68
Burkholderia_multivorans_ATCC_17616	10	30	32	39	46	50	38	31	27	35	9	17
Burkholderia_multivorans_ATCC_BAA-247	18	41	32	33	39	42	41	41	42	33	8	21
Burkholderia_pseudomallei	20	39	28	31	38	31	52	39	40	67	12	29
Burkholderia_pseudomallei_1106b	0	0	0	1	2	3	4	6	2	0	0	0
